name,address,manager,phone,fax,street,city,zip,province,id,address_original,llaccuracy,lat,lng,zipmatch,ziplat,ziplng,fsa
Glenboro Pharmacy Ltd. License # 10797 ,"Box 159, 512 Railway Avenue, Glenboro, MB  R0K 0X0, Canada", Pharmacy Manager: Terry Dubyts , (204) 827-2841 , Fax: ,"Box 159, 512 Railway Avenue",Glenboro,R0K 0X0,MB,1441,"Glenboro, Manitoba R0K 0X0",1.0,49.55582,-99.29191,true,49.573254827505,-99.6763717618071,R0K
Good Neighbor Pharmacy License # 31622 ,"634 Selkirk Avenue, Winnipeg, MB  R2W 2N1, Canada", Pharmacy Manager: Adil Ali , (204) 582-7007 , (204) 582-9992 ,634 Selkirk Avenue,Winnipeg,R2W 2N1,MB,1442,"Winnipeg, Manitoba R2W 2N1",0.9,49.917169,-97.149758,true,49.9195505643921,-97.1349834808163,R2W
Good Shepherd Pharmacy License # 32689 ,"2416 Portage Avenue, Winnipeg, MB  R3J 0M8, Canada", Pharmacy Manager: Denys Borovytskyy , (204) 889-5555 , (204) 895-1387 ,2416 Portage Avenue,Winnipeg,R3J 0M8,MB,1443,"Winnipeg, Manitoba R3J 0M8",0.9,49.875515,-97.252718,true,49.892742010054,-97.2433785402827,R3J
Grace Hospital Pharmacy License # 10809 ,"300 Booth Drive, Winnipeg, MB  R3J 3M7, Canada", Pharmacy Manager: Brendon Mitchell , (204) 837-0190 , (204) 888-0196 ,300 Booth Drive,Winnipeg,R3J 3M7,MB,1444,"Winnipeg, Manitoba R3J 3M7",0.6,49.878325,-97.273988,true,49.892742010054,-97.2433785402827,R3J
Grand Medicine Health Sciences Pharmacy License # 33983 ,"SR171 - 820 Sherbrook Street, Winnipeg, MB  R3A 1R9, Canada", Pharmacy Manager: Vishav Partap Singh , (204) 775-1000 , (204) 775-4000 ,SR171 - 820 Sherbrook Street,Winnipeg,R3A 1R9,MB,1445,"Winnipeg, Manitoba R3A 1R9",1.0,49.8844,-97.14704,false,49.9041875372257,-97.1466666962782,R3A
Grand Medicine Health Services License # 31879 ,"220 Cree Crescent, Suite A, Winnipeg, MB  R3J 3W1, Canada", Pharmacy Manager: Cheryl Kessler , (204) 885-0768 , (204) 885-7504 ,"220 Cree Crescent, Suite A",Winnipeg,R3J 3W1,MB,1446,"Winnipeg, Manitoba R3J 3W1",0.3,49.891612,-97.139498,false,49.892742010054,-97.2433785402827,R3J
Grand Medicine Pharmacy Ltd. License # 33635 ,"Box 87, Lot 39, Hwy 325, Hodgson, MB  R0C 1N0, Canada", Pharmacy Manager: Muhannad Salih , (204) 372-6048 , Fax: ,"Box 87, Lot 39, Hwy 325",Hodgson,R0C 1N0,MB,1447,"Hodgson, Manitoba R0C 1N0",-1.0,,,false,50.8573388683307,-97.7974252320056,R0C
Grandview Pharmacy License # 10247 ,"Box 129, 404 Main Street, Grandview, MB  R0L 0Y0, Canada", Pharmacy Manager: Pierce Cairns , (204) 546-2626 , Fax: ,"Box 129, 404 Main Street",Grandview,R0L 0Y0,MB,1448,"Grandview, Manitoba R0L 0Y0",1.0,51.1742,-100.69867,true,52.3283909066404,-98.77723225685,R0L
GreenCrest Pembina Pharmacy License # 33680 ,"B-2750 Pembina Highway, Winnipeg, MB  R3T 2H8, Canada", Pharmacy Manager: Amanda Randell , (204) 415-3404 , (204) 415-3407 ,B-2750 Pembina Highway,Winnipeg,R3T 2H8,MB,1449,"Winnipeg, Manitoba R3T 2H8",1.0,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Grunthal Pharmacy License # 34041 ,"112 Main Street, Box 1011, Grunthal, MB  R0A 0R0, Canada", Pharmacy Manager: Randa Istafanous , (204) 434-6923 , (204) 434-6341 ,"112 Main Street, Box 1011",Grunthal,R0A 0R0,MB,1450,"Grunthal, Manitoba R0A 0R0",0.5,44.237201,-76.493413,false,49.2786588939082,-96.4733278772927,R0A
H.F. Wiebe Pharmacy License # 35053 ,"104-650 South Railway Avenue, Box 1024, Winkler, MB  R6W 4B1, Canada", Pharmacy Manager: Rebecca Hamilton , (204) 331-5235 , (204) 331-5237 ,"104-650 South Railway Avenue, Box 1024",Winkler,R6W 4B1,MB,1451,"Winkler, Manitoba R6W 4B1",0.4,49.199853,-98.894906,false,49.1349396526079,-97.9553030681071,R6W
Harbourview Pharmacy License # 34243 ,"Unit 10, 1320 Concordia Avenue, Winnipeg, MB  R3W 0G6, Canada", Pharmacy Manager: Nahyun Arnal , (204) 661-6265 , (204) 661-6255 ,"Unit 10, 1320 Concordia Avenue",Winnipeg,R3W 0G6,MB,1452,"Winnipeg, Manitoba R3W 0G6",1.0,49.8844,-97.14704,false,49.91730742576,-97.0387693609069,R3W
Harris Pharmacy Ltd. License # 10843 ,"424 Mountain Avenue, Box 416, Neepawa, MB  R0J 1H0, Canada", Pharmacy Manager: Heather Todoruk , (204) 476-2888 , Fax: ,"424 Mountain Avenue, Box 416",Neepawa,R0J 1H0,MB,1453,"Neepawa, Manitoba R0J 1H0",0.9,50.229095,-99.466543,true,50.5872290041767,-100.157751597964,R0J
Hasselfield Drugs Ltd. License # 10865 ,"103 Broadway Street S., Deloraine, MB  R0M 0M0, Canada", Pharmacy Manager: Leslie Palmer , (204) 747-2648 , Fax: ,103 Broadway Street S.,Deloraine,R0M 0M0,MB,1454,"Deloraine, Manitoba R0M 0M0",0.6,49.189254,-100.493853,true,49.6892600620983,-100.930436747744,R0M
Hazlewood Drugs License # 10911 ,"323 S. Railway Street, Boissevain, MB  R0K 0E0, Canada", Pharmacy Manager: Megan Hamilton , (204) 534-6569 , Fax: ,323 S. Railway Street,Boissevain,R0K 0E0,MB,1455,"Boissevain, Manitoba R0K 0E0",0.3,49.230285,-100.059363,true,49.573254827505,-99.6763717618071,R0K
Health Central Pharmacy Inc. License # 31981 ,"489 St. Mary' s Road, Winnipeg, MB  R2M 3L1, Canada", Pharmacy Manager: Vi Tran , (204) 231-0603 , (204) 231-0670 ,489 St. Mary' s Road,Winnipeg,R2M 3L1,MB,1456,"Winnipeg, Manitoba R2M 3L1",0.9,49.868317,-97.110584,true,49.8398976784224,-97.1147932462384,R2M
Health Plus Pharmacy License # 33590 ,"1075 Autumnwood Drive, Winnipeg, MB  R2J 1C6, Canada", Pharmacy Manager: Robert R. Nieman , (204) 254-4626 , (204) 254-4642 ,1075 Autumnwood Drive,Winnipeg,R2J 1C6,MB,1457,"Winnipeg, Manitoba R2J 1C6",0.6,49.867155,-97.081469,true,49.8670743729712,-97.0641263899242,R2J
Health Sciences Centre Pharmacy License # 10876 ,"820 Sherbrook Street, Winnipeg, MB  R3A 1R9, Canada", Pharmacy Manager: Jarrid McKitrick , (204) 787-1232 , (204) 787-3195 ,820 Sherbrook Street,Winnipeg,R3A 1R9,MB,1458,"Winnipeg, Manitoba R3A 1R9",0.9,49.903397,-97.156352,false,49.9041875372257,-97.1466666962782,R3A
Health Sciences Centre Pharmacy License # 12890 ,"Room PX 155, 771 Bannatyne Avenue, Winnipeg, MB  R3E 3N4, Canada", Pharmacy Manager: Wolfgang Peppel , (204) 787-7440 , (204) 787-7414 ,"Room PX 155, 771 Bannatyne Avenue",Winnipeg,R3E 3N4,MB,1459,"Winnipeg, Manitoba R3E 3N4",1.0,49.8844,-97.14704,false,49.9085461037398,-97.1779899320052,R3E
Health-Wellness Pharmacy License # 34063 ,"219 Marion Street, Winnipeg, MB  R2H 0T5, Canada", Pharmacy Manager: Bansiben Vachhani , (204) 414-6966 , (204) 416-4640 ,219 Marion Street,Winnipeg,R2H 0T5,MB,1460,"Winnipeg, Manitoba R2H 0T5",0.9,49.881751,-97.118944,true,49.8850792463138,-97.1170775188848,R2H
Healthway Pharmacy License # 33488 ,"865 Portage Avenue, Winnipeg, MB  R3G 0N8, Canada", Pharmacy Manager: Jocelyn Pascual , (204) 415-6070 , (204) 415-7060 ,865 Portage Avenue,Winnipeg,R3G 0N8,MB,1461,"Winnipeg, Manitoba R3G 0N8",0.9,49.886006,-97.168521,true,49.8881694617585,-97.1814314509263,R3G
Healthway Pharmacy #2 License # 33781 ,"862 Main Street, Winnipeg, MB  R2W 3P1, Canada", Pharmacy Manager: Mohammad Tariq , (204) 415-7575 , (204) 415-3113 ,862 Main Street,Winnipeg,R2W 3P1,MB,1462,"Winnipeg, Manitoba R2W 3P1",0.9,49.909337,-97.133572,true,49.9195505643921,-97.1349834808163,R2W
Heritage Co-op Ltd. License # 34164 ,"1035 Richmond Avenue, Brandon, MB  R7A 1M5, Canada", Pharmacy Manager: Leanne Swayze , (204) 727-3610 , Fax: ,1035 Richmond Avenue,Brandon,R7A 1M5,MB,1463,"Brandon, Manitoba R7A 1M5",0.9,49.827384,-99.951899,true,49.7935270026099,-99.9593823803396,R7A
Higgins Pharmacy License # 34579 ,"670 Main Street, Winnipeg, MB  R3B 1E4, Canada", Pharmacy Manager: Edgar Kidzugane , (204) 942-0333 , (204) 942-0406 ,670 Main Street,Winnipeg,R3B 1E4,MB,1464,"Winnipeg, Manitoba R3B 1E4",0.9,49.904075,-97.135082,false,49.8978322535981,-97.1400782950996,R3B
Hill's Clinic Pharmacy License # 12834 ,"103-140-9th Street S.E., Portage La Prairie, MB  R1N 3V5, Canada", Pharmacy Manager: Michelle Leslie , (204) 239-1368 , Fax: ,103-140-9th Street S.E.,Portage La Prairie,R1N 3V5,MB,1465,"Portage La Prairie, Manitoba R1N 3V5",0.6,49.96923,-98.279153,true,49.9594681104984,-98.3193667743966,R1N
Hill's East Drug Store License # 10898 ,"200 Saskatchewan Avenue E., Portage La Prairie, MB  R1N 0K9, Canada", Pharmacy Manager: Rhonda Kitchen , (204) 857-4631 , Fax: ,200 Saskatchewan Avenue E.,Portage La Prairie,R1N 0K9,MB,1466,"Portage La Prairie, Manitoba R1N 0K9",0.9,49.973026,-98.287797,true,49.9594681104984,-98.3193667743966,R1N
Home Health Care Pharmacy License # 10472 ,"Unit A, 3000 Victoria Avenue, Brandon, MB  R7B 3Y3, Canada", Pharmacy Manager: Lori Dangerfield , (204) 727-2483 , Fax: ,"Unit A, 3000 Victoria Avenue",Brandon,R7B 3Y3,MB,1467,"Brandon, Manitoba R7B 3Y3",1.0,49.84692,-99.95306,false,49.8406716578388,-99.981400840747,R7B
Ile-des-Chenes Pharmacy License # 34209 ,"Box 1120, Unit 7 - 449 Main Street, Ile-des-Chenes, MB  R0A 0T0, Canada", Pharmacy Manager: Georgina Gourgy , (204) 878-2115 , (204) 878-2194 ,"Box 1120, Unit 7 - 449 Main Street",Ile-des-Chenes,R0A 0T0,MB,1468,"Ile-des-Chenes, Manitoba R0A 0T0",-1.0,,,false,49.2786588939082,-96.4733278772927,R0A
Ingham Pharmacy Ltd. License # 10944 ,"29 Park Avenue N., Lac Du Bonnet, MB  R0E 1A0, Canada", Pharmacy Manager: Helen Ingham , (204) 345-2232 , (204) 345-2782 ,29 Park Avenue N.,Lac Du Bonnet,R0E 1A0,MB,1469,"Lac Du Bonnet, Manitoba R0E 1A0",0.9,50.258265,-96.059349,true,51.0473387247997,-96.3178031764161,R0E
Innomar Pharmacy License # 34883 ,"179 Commerce Drive, Winnipeg, MB  R3P 1A2, Canada", Pharmacy Manager: Irene Yu , (204) 478-3100 , (204) 488-3448 ,179 Commerce Drive,Winnipeg,R3P 1A2,MB,1470,"Winnipeg, Manitoba R3P 1A2",0.5,49.828947,-97.216361,true,49.8425075692665,-97.2165857746473,R3P
Invivo Health Pharmacy License # 34131 ,"354 Selkirk Avenue, Winnipeg, MB  R2W 2M2, Canada", Pharmacy Manager: Kristopher Allen , (204) 505-6459 , (204) 505-6460 ,354 Selkirk Avenue,Winnipeg,R2W 2M2,MB,1471,"Winnipeg, Manitoba R2W 2M2",0.9,49.913876,-97.138888,true,49.9195505643921,-97.1349834808163,R2W
Isabel Pharmacy License # 10966 ,"110 Isabel Street, Winnipeg, MB  R3A 1G4, Canada", Pharmacy Manager: Chandra Chennabathni , (204) 775-4488 , (204) 779-9981 ,110 Isabel Street,Winnipeg,R3A 1G4,MB,1472,"Winnipeg, Manitoba R3A 1G4",0.9,49.901318,-97.150081,true,49.9041875372257,-97.1466666962782,R3A
Island Lakes Pharmacy Inc. License # 31699 ,"Unit 6, 20 Island Shore Blvd., Winnipeg, MB  R3X 1N6, Canada", Pharmacy Manager: Tim Ramsey , (204) 255-7484 , (204) 255-8599 ,"Unit 6, 20 Island Shore Blvd.",Winnipeg,R3X 1N6,MB,1473,"Winnipeg, Manitoba R3X 1N6",1.0,49.8844,-97.14704,false,49.817596384013,-97.0543700485497,R3X
Jason's CanadaDrugstore.com License # 35200 IPS,"123 St. Anne's Road, Winnipeg, MB  R2M 2Z1, Canada", Pharmacy Manager: Jason Pankratz , (204) 219-3660 , (204) 809-4666 ,123 St. Anne's Road,Winnipeg,R2M 2Z1,MB,1474,"Winnipeg, Manitoba R2M 2Z1",0.9,49.860141,-97.107499,true,49.8398976784224,-97.1147932462384,R2M
JM Pharmacy Limited License # 34838 ,"313 St. Anne's Road, Winnipeg, MB  R2M 3B1, Canada", Pharmacy Manager: Rahulkumar Patel , (204) 615-6001 , (204) 615-6002 ,313 St. Anne's Road,Winnipeg,R2M 3B1,MB,1475,"Winnipeg, Manitoba R2M 3B1",0.9,49.851517,-97.100815,true,49.8398976784224,-97.1147932462384,R2M
Keewatin Medical Pharmacy License # 34535 ,"Unit 6 - 998 Keewatin Street, Winnipeg, MB  R2R 2V1, Canada", Pharmacy Manager: Amarjeet Makkar , (204) 615-0010 , (204) 615-0011 ,Unit 6 - 998 Keewatin Street,Winnipeg,R2R 2V1,MB,1476,"Winnipeg, Manitoba R2R 2V1",1.0,49.8844,-97.14704,false,49.9473841994537,-97.2106383060693,R2R
Killarney Pharmacy Ltd. License # 11024 ,"Box 850, 7A-530 Williams Avenue, Killarney, MB  R0K 1G0, Canada", Pharmacy Manager: Chris Johnson , (204) 523-4273 , Fax: ,"Box 850, 7A-530 Williams Avenue",Killarney,R0K 1G0,MB,1477,"Killarney, Manitoba R0K 1G0",-1.0,,,false,49.573254827505,-99.6763717618071,R0K
La Salle Pharmacy Ltd. License # 33545 ,"Unit 2, 49 Rue Principale, Box 529, La Salle, MB  R0G 1B0, Canada", Pharmacy Manager: Tamar Salama , (204) 736-2412 , (204) 736-2413 ,"Unit 2, 49 Rue Principale, Box 529",La Salle,R0G 1B0,MB,1478,"La Salle, Manitoba R0G 1B0",-1.0,,,false,49.4311206483673,-98.0260802110287,R0G
Leclerc Pharmacie License # 11079 ,"343 Tache Avenue, Winnipeg, MB  R2H 2A5, Canada", Pharmacy Manager: Jodie Au , (204) 233-8806 , Fax: ,343 Tache Avenue,Winnipeg,R2H 2A5,MB,1479,"Winnipeg, Manitoba R2H 2A5",0.9,49.882309,-97.123419,true,49.8850792463138,-97.1170775188848,R2H
Leila Pharmacy South License # 35020 ,"1686 Pembina Highway, Winnipeg , MB  R3T 2G2, Canada", Pharmacy Manager: Lucy-Rose Vuong , (204) 594-3600 , (204) 414-1368 ,1686 Pembina Highway,Winnipeg ,R3T 2G2,MB,1480,"Winnipeg , Manitoba R3T 2G2",0.33,49.8844,-97.14704,false,49.8152473212387,-97.1530208040787,R3T
Life & Care Pharmacy License # 34995 ,"133 Goulet Street, Winnipeg, MB  R2H 0R6, Canada", Pharmacy Manager: Mariam Samweel , (204) 233-7888 , Fax: ,133 Goulet Street,Winnipeg,R2H 0R6,MB,1481,"Winnipeg, Manitoba R2H 0R6",0.9,49.882484,-97.122997,true,49.8850792463138,-97.1170775188848,R2H
LifeSmart Pharmacy License # 34984 ,"1834-1840 Main Street, Winnipeg, MB  R2V 3H2, Canada", Pharmacy Manager: Heather Janzen , (204) 417-9544 , (204) 417-9545 ,1834-1840 Main Street,Winnipeg,R2V 3H2,MB,1482,"Winnipeg, Manitoba R2V 3H2",0.8,49.93875,-97.116552,true,49.9567636273053,-97.1126084183615,R2V
LifeSmart Pharmacy Osborne License # 35345 ,"2A - 230 Osborne Street, Winnipeg, MB  R3L 1Y8, Canada", Pharmacy Manager: Janelle Lussier , (204) 287-5233 , (204) 287-5234 ,2A - 230 Osborne Street,Winnipeg,R3L 1Y8,MB,1483,"Winnipeg, Manitoba R3L 1Y8",0.33,49.8844,-97.14704,false,49.8674348090493,-97.1351286124883,R3L
LifeSmart Pharmacy St. James License # 35176 ,"2080 Ness Avenue, Winnipeg, MB  R3J 0Z3, Canada", Pharmacy Manager: Jared Fridfinnson , (204) 504-6577 , (204) 504-6575 ,2080 Ness Avenue,Winnipeg,R3J 0Z3,MB,1484,"Winnipeg, Manitoba R3J 0Z3",0.6,49.884289,-97.216715,true,49.892742010054,-97.2433785402827,R3J
Loblaw Pharmacy #1503 License # 33253 ,"130 PTH #12, Steinbach, MB  R5G 1T4, Canada", Pharmacy Manager: Ravi Pandya , (204) 320-4135 , Fax: ,130 PTH #12,Steinbach,R5G 1T4,MB,1485,"Steinbach, Manitoba R5G 1T4",0.33,49.52579,-96.68451,true,49.5437494381298,-96.7369589281329,R5G
Loblaw Pharmacy #1505 License # 12519 ,"2132 McPhillips Street, Winnipeg, MB  R2V 3C8, Canada", Pharmacy Manager: Ripudaman Singh Randhawa , (204) 631-6226 , Fax: ,2132 McPhillips Street,Winnipeg,R2V 3C8,MB,1486,"Winnipeg, Manitoba R2V 3C8",0.9,49.947999,-97.152778,false,49.9567636273053,-97.1126084183615,R2V
Loblaw Pharmacy #1506 License # 31970 ,"1578 Regent Avenue West, Winnipeg, MB  R2C 3B4, Canada", Pharmacy Manager: Alpeshkumar Patel , (204) 654-5535 , Fax: ,1578 Regent Avenue West,Winnipeg,R2C 3B4,MB,1487,"Winnipeg, Manitoba R2C 3B4",0.4,49.895267,-96.994215,true,49.9216401835053,-96.962472943816,R2C
Loblaw Pharmacy #1508 License # 31374 ,"3193 Portage Avenue, Winnipeg, MB  R3K 0W4, Canada", Pharmacy Manager: Jennifer Young , (204) 831-3535 , Fax: ,3193 Portage Avenue,Winnipeg,R3K 0W4,MB,1488,"Winnipeg, Manitoba R3K 0W4",0.9,49.880908,-97.288381,true,49.8734500204727,-97.299559680741,R3K
Loblaw Pharmacy #1509 License # 31813 ,"80 Bison Drive, Winnipeg, MB  R3T 4Z7, Canada", Pharmacy Manager: Tinu Ann Thomas , (204) 275-4135 , (204) 275-4133 ,80 Bison Drive,Winnipeg,R3T 4Z7,MB,1489,"Winnipeg, Manitoba R3T 4Z7",0.9,49.801454,-97.1591,false,49.8152473212387,-97.1530208040787,R3T
Loblaw Pharmacy #1510 License # 31824 ,"Box 870, 175 Cargill Road, Winkler, MB  R6W 4A9, Canada", Pharmacy Manager: Jaimin Patel , (204) 331-2535 , Fax: ,"Box 870, 175 Cargill Road",Winkler,R6W 4A9,MB,1490,"Winkler, Manitoba R6W 4A9",1.0,49.1817,-97.94104,true,49.1349396526079,-97.9553030681071,R6W
Loblaw Pharmacy #1511 License # 32869 ,"1385 Sargent Avenue, Winnipeg, MB  R3E 3P8, Canada", Pharmacy Manager: Tarandeep Kaur , (204) 784-7930 , Fax: ,1385 Sargent Avenue,Winnipeg,R3E 3P8,MB,1491,"Winnipeg, Manitoba R3E 3P8",0.7,49.897611,-97.198939,false,49.9085461037398,-97.1779899320052,R3E
Loblaw Pharmacy #1512 License # 12508 ,"1035 Gateway Road, Winnipeg, MB  R2K 4C1, Canada", Pharmacy Manager: Chris Tsang , (204) 987-7530 , Fax: ,1035 Gateway Road,Winnipeg,R2K 4C1,MB,1492,"Winnipeg, Manitoba R2K 4C1",0.9,49.928064,-97.072233,true,49.9216210047239,-97.0847519043882,R2K
Loblaw Pharmacy #1514 License # 12520 ,"215 St. Anne's Road, Winnipeg, MB  R2M 2Z9, Canada", Pharmacy Manager: Anh Bui , (204) 258-2435 , Fax: ,215 St. Anne's Road,Winnipeg,R2M 2Z9,MB,1493,"Winnipeg, Manitoba R2M 2Z9",0.9,49.856882,-97.10508,true,49.8398976784224,-97.1147932462384,R2M
Loblaw Pharmacy #1515 License # 12799 ,"920 Victoria Avenue, Brandon, MB  R7A 1A7, Canada", Pharmacy Manager: Kim Thiessen , (204) 729-4646 , (204) 725-1598 ,920 Victoria Avenue,Brandon,R7A 1A7,MB,1494,"Brandon, Manitoba R7A 1A7",0.9,49.842015,-99.949599,true,49.7935270026099,-99.9593823803396,R7A
Loblaw Pharmacy #1516 License # 12531 ,"550 Kenaston Blvd., Winnipeg, MB  R3N 2A1, Canada", Pharmacy Manager: Miro Cerqueti , (204) 489-0977 , Fax: ,550 Kenaston Blvd.,Winnipeg,R3N 2A1,MB,1495,"Winnipeg, Manitoba R3N 2A1",0.3,49.861621,-97.187226,true,49.8651175625538,-97.2041780002177,R3N
Loblaw Pharmacy #4622 License # 31633 ,"15 - 1st Avenue N.E., Dauphin, MB  R7N 3M3, Canada", Pharmacy Manager: Dalwinder Singh , (204) 622-2925 , Fax: ,15 - 1st Avenue N.E.,Dauphin,R7N 3M3,MB,1496,"Dauphin, Manitoba R7N 3M3",0.7,51.148907,-100.051166,true,51.1494133744791,-100.037030204806,R7N
Loblaw Pharmacy #4629 License # 31576 ,"366 Main Street, Selkirk, MB  R1A 2J7, Canada", Pharmacy Manager: Supreet Kaur , (204) 482-2900 , Fax: ,366 Main Street,Selkirk,R1A 2J7,MB,1497,"Selkirk, Manitoba R1A 2J7",0.6,50.144956,-96.872634,true,50.1504232770174,-96.9867107093456,R1A
London Drugs #66 License # 32825 ,"#23C-1225 St. Mary's Road, Winnipeg, MB  R2M 5E5, Canada", Pharmacy Manager: Danny Lee , (204) 253-2696 , (204) 253-2286 ,#23C-1225 St. Mary's Road,Winnipeg,R2M 5E5,MB,1498,"Winnipeg, Manitoba R2M 5E5",0.33,49.8844,-97.14704,false,49.8398976784224,-97.1147932462384,R2M
Lundar Pharmacy License # 11136 ,"18 Main Street, Lundar, MB  R0C 1Y0, Canada", Pharmacy Manager: Brent Burley , (204) 762-5431 , (204) 762-5151 ,18 Main Street,Lundar,R0C 1Y0,MB,1499,"Lundar, Manitoba R0C 1Y0",0.5,43.679544,-79.298336,false,50.8573388683307,-97.7974252320056,R0C
MacGregor Pharmacy Ltd. License # 32331 ,"26 Hampton Street, MacGregor, MB  R0H 0R0, Canada", Pharmacy Manager: Bahgat Mansour , (204) 685-3069 , (204) 685-3103 ,26 Hampton Street,MacGregor,R0H 0R0,MB,1500,"MacGregor, Manitoba R0H 0R0",0.5,49.966207,-98.778254,true,50.2717833661266,-98.612233828439,R0H
Machray Pharmacy License # 34568 ,"561 Machray Avenue, Winnipeg, MB  R2W 1B1, Canada", Pharmacy Manager: Iriny Rezk , (204) 228-8141 , Fax: ,561 Machray Avenue,Winnipeg,R2W 1B1,MB,1501,"Winnipeg, Manitoba R2W 1B1",0.9,49.927529,-97.140636,true,49.9195505643921,-97.1349834808163,R2W
Main St. Pharmacy License # 33455 ,"968 Main Street, Winnipeg, MB  R2W 3P5, Canada", Pharmacy Manager: Jordan Charles , (204) 586-3333 , (204) 582-9903 ,968 Main Street,Winnipeg,R2W 3P5,MB,1502,"Winnipeg, Manitoba R2W 3P5",0.9,49.911766,-97.132779,true,49.9195505643921,-97.1349834808163,R2W
Mandalay Pharmacy License # 33208 ,"70 Mandalay Drive, Winnipeg, MB  R2P 1V8, Canada", Pharmacy Manager: Alaa Ibrahim , (204) 633-9343 , (204) 633-9345 ,70 Mandalay Drive,Winnipeg,R2P 1V8,MB,1503,"Winnipeg, Manitoba R2P 1V8",0.9,49.947749,-97.182727,true,49.9673715841503,-97.1559834424232,R2P
Manila Pharmacy License # 34377 ,"1054 McPhillips Street, Winnipeg, MB  R2X 2K9, Canada", Pharmacy Manager: Kawshik Chowdhury , (204) 505-8224 , (204) 505-8226 ,1054 McPhillips Street,Winnipeg,R2X 2K9,MB,1504,"Winnipeg, Manitoba R2X 2K9",0.9,49.933794,-97.165016,true,49.9321075397869,-97.1735542589428,R2X
Maples Pharmacy License # 33961 ,"Unit 3A - 1353 McPhillips Street, Winnipeg, MB  R2X 3A6, Canada", Pharmacy Manager: Rajinder Gill , (204) 338-1733 , (204) 338-1710 ,Unit 3A - 1353 McPhillips Street,Winnipeg,R2X 3A6,MB,1505,"Winnipeg, Manitoba R2X 3A6",1.0,49.8844,-97.14704,false,49.9321075397869,-97.1735542589428,R2X
Meadowood Pharmacy License # 11259 ,"1555 St. Mary's Road, Winnipeg, MB  R2M 5L9, Canada", Pharmacy Manager: Evelyn Elson , (204) 257-3986 , (204) 257-3987 ,1555 St. Mary's Road,Winnipeg,R2M 5L9,MB,1506,"Winnipeg, Manitoba R2M 5L9",0.9,49.823733,-97.113773,true,49.8398976784224,-97.1147932462384,R2M
Medi North Pharmacy & AccessCanadaDrugMart License # 32386 IPS,"906 Main Street, Winnipeg, MB  R2W 3P3, Canada", Pharmacy Manager: Azahir Ali , (204) 589-2222 , Fax: ,906 Main Street,Winnipeg,R2W 3P3,MB,1507,"Winnipeg, Manitoba R2W 3P3",0.9,49.910788,-97.133238,true,49.9195505643921,-97.1349834808163,R2W
Medi-Care Pharmacy License # 33477 ,"794 Main Street, Winnipeg, MB  R2W 3N7, Canada", Pharmacy Manager: Bahaeldin Abdelhag Elzayat , (204) 589-8205 , (204) 589-8206 ,794 Main Street,Winnipeg,R2W 3N7,MB,1508,"Winnipeg, Manitoba R2W 3N7",0.9,49.907025,-97.134144,true,49.9195505643921,-97.1349834808163,R2W
Medi-Care Pharmacy - Maples License # 34018 ,"1287 Jefferson Street, Winnipeg, MB  R2P 1S7, Canada", Pharmacy Manager: Khlood Majany , (204) 414-3407 , (204) 414-3448 ,1287 Jefferson Street,Winnipeg,R2P 1S7,MB,1509,"Winnipeg, Manitoba R2P 1S7",0.6,49.521822,-96.655492,false,49.9673715841503,-97.1559834424232,R2P
Medic-X Pharmacy License # 34591 ,"203 Kennedy Street, Winnipeg, MB  R3C 0L7, Canada", Pharmacy Manager: Zahra Jafri , (204) 942-3173 , (204) 942-6892 ,203 Kennedy Street,Winnipeg,R3C 0L7,MB,1510,"Winnipeg, Manitoba R3C 0L7",0.9,49.889579,-97.146994,true,50.0026996074844,-97.260483095031,R3C
Medisystem Pharmacy West Limited License # 32443 ,"12 - 1832 King Edward Street, Winnipeg, MB  R2R 0N1, Canada", Pharmacy Manager: Sarah Myk , (204) 784-2850 , (204) 784-2858 ,12 - 1832 King Edward Street,Winnipeg,R2R 0N1,MB,1511,"Winnipeg, Manitoba R2R 0N1",0.6,49.932741,-97.206609,true,49.9473841994537,-97.2106383060693,R2R
MEDOCare Pharmacy License # 33994 ,"150 Henry Avenue, Winnipeg, MB  R3B 0J7, Canada", Pharmacy Manager: January Bolante , (204) 942-7220 , (204) 942-7224 ,150 Henry Avenue,Winnipeg,R3B 0J7,MB,1512,"Winnipeg, Manitoba R3B 0J7",0.9,49.902825,-97.132555,true,49.8978322535981,-97.1400782950996,R3B
Medsafe Pharmacy License # 34096 ,"1-335, 18th Street, Brandon, MB  R7A 5A8, Canada", Pharmacy Manager: Abdalla Salih , (204) 571-0120 , Fax: ,"1-335, 18th Street",Brandon,R7A 5A8,MB,1513,"Brandon, Manitoba R7A 5A8",0.8,49.843779,-99.961703,true,49.7935270026099,-99.9593823803396,R7A
Medsafe Pharmacy Shilo License # 35165 ,"Canex Mall, CFB Shilo, PO Box 87, Shilo, MB  R0K 2A0, Canada", Pharmacy Manager: Dhawi Salih , (204) 702-0114 , (204) 702-0115 ,"Canex Mall, CFB Shilo, PO Box 87",Shilo,R0K 2A0,MB,1514,"Shilo, Manitoba R0K 2A0",-1.0,,,false,49.573254827505,-99.6763717618071,R0K
